ogc_fid,objectid,epi_name,lga_code,lga_name,published_,commenced_,currency_d,amendment,map_type,map_name,lay_name,lay_class,h_id,h_name,sig,label,legis_ref_,legis_re_1,legis_re_2,pco_ref_ke,epi_type,sym_code,cadid,shape.star,item_no,item_name,item_link,ho_id,address,suburb,lga,informatio,verifiedad,longitude,latitude,locationco,postcode
"26352","23983",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A050,Andrew Brown Private Cemetery,Local,,,,,2014-824,LEP,,"108012520",1.0678990293e-05,,,,,,,,,,,,,
"26360","23991",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A019,Eliza Rodd Grave,State,,,,,2014-824,LEP,,"108012520",0.000123405511204,"7545",Eliza Rodd Grave,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1960038,"1960038",Jenolan Caves Road (off),Hartley,Lithgow,"0","0","0","0","0","0"
"26361","23992",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A007,Collitts/Mt York Burial ground,Local,,,,,2014-824,LEP,,"108012520",4.83042186e-07,,,,,,,,,,,,,
"26379","24010",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A077,McKanes Bridge (RTA),State,,,,,2014-824,LEP,,"108012520",1.64401627e-07,,,,,,,,,,,,,
"26380","24011",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A163,Newnes Historic Site Group,Local,,,,,2014-824,LEP,,"108012520",3.4400015011e-05,,,,,,,,,,,,,
"26381","24012",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A183,Victoria Pass,Local,,,,,2014-824,LEP,,"108012520",2.87710463e-07,"30368",Victoria Pass,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1960373,"1960373",Great Western Highway,Mount Victoria,Lithgow,"0","0","0","0","0","0"
"26395","24026",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A182,Six Foot Track,Local,,,,,2014-824,LEP,,"108012520",2.587046765e-06,,,,,,,,,,,,,
"26399","24030",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A087,Oil Shale Works and Refinery,Local,,,,,2014-824,LEP,,"108012520",6.4210880737e-05,"20730",Oil Shale Works and Refinery,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1960391,"1960391", ,Glen Davis,Lithgow,"0","0","0","0","0","0"
"26400","24031",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A124,Lithgow Valley Pottery and Brickworks,State,,,,,2014-824,LEP,,"108012520",3.505236691e-06,,,,,,,,,,,,,
"26403","24034",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A015,Old Roman Catholic Cemetery,Local,,,,,2014-824,LEP,,"108012520",1.903945304e-06,"20838",Old Roman Catholic Cemetery,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1960060,"1960060",Great Western Highway,Hartley,Lithgow,"0","0","0","0","0","0"
"26404","24035",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A020,Glenroy,State,,,,,2014-824,LEP,,"108012520",0.000123405511204,"7545",Eliza Rodd Grave,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1960038,"1960038",Jenolan Caves Road (off),Hartley,Lithgow,"0","0","0","0","0","0"
"26405","24036",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A031,Gun Emplacements,State,,,,,2014-824,LEP,,"108012520",7.95424057e-07,,,,,,,,,,,,,
"26406","24037",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A032,Lithgow General Cemetery,Local,,,,,2014-824,LEP,,"108012520",5.021044672e-06,"18070",Lithgow general cemetery,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1960047,"1960047",Great Western Highway,Lithgow,Lithgow,"0","0","0","0","0","0"
"26407","24038",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A044,Lowther general cemetery,Local,,,,,2014-824,LEP,,"108012520",1.970935045e-06,,,,,,,,,,,,,
"26408","24039",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A069,Rydal General Cemetery,Local,,,,,2014-824,LEP,,"108012520",2.938736543e-06,"24019",Rydal General Cemetery,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1960061,"1960061", ,Rydal,Lithgow,"0","0","0","0","0","0"
"26409","24040",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A093,Meadow Flat General Cemetery,Local,,,,,2014-824,LEP,,"108012520",1.303144018e-06,,,,,,,,,,,,,
"26410","24041",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A105,Dark Corner General Cemetery,Local,,,,,2014-824,LEP,,"108012520",2.4413971e-06,,,,,,,,,,,,,
"26417","24048",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A022,former Eagle & Child Inn,Local,,,,,2014-824,LEP,,"108012520",3.2408868719e-05,"9454",Forty Bends Cemetery,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1960042,"1960042",Old Forty Bends Road,South Bowenfels,Lithgow,"0","0","0","0","0","0"
"26418","24049",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A029,Old Catholic Cemetery,Local,,,,,2014-824,LEP,,"108012520",3.93599748e-07,,,,,,,,,,,,,
"26419","24050",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A034,Norton Grave,Local,,,,,2014-824,LEP,,"108012520",0.000321638815876,,,,,,,,,,,,,
"26420","24051",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A035,Old Kanimlba Homestead,Local,,,,,2014-824,LEP,,"108012520",0.000321638815876,,,,,,,,,,,,,
"26421","24052",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A042,Edmund Harvey Grave,Local,,,,,2014-824,LEP,,"108012520",0.000135583999509,,,,,,,,,,,,,
"26423","24054",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A048,Rosedale,Local,,,,,2014-824,LEP,,"108012520",9.9386252714e-05,,,,,,,,,,,,,
"26424","24055",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A053,Back Cullen Cemetery,Local,,,,,2014-824,LEP,,"108012520",4.3187811e-08,,,,,,,,,,,,,
"26425","24056",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A054,Beaumaris,Local,,,,,2014-824,LEP,,"108012520",4.3358159928e-05,,,,,,,,,,,,,
"26426","24057",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A059,former Kangaroo Flat Methodist Church,Local,,,,,2014-824,LEP,,"108012520",3.00327429e-07,,,,,,,,,,,,,
"26427","24058",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A060,former Kangaroo Flat Methodist Church,Local,,,,,2014-824,LEP,,"108012520",3.0291676e-07,,,,,,,,,,,,,
"26428","24059",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A061,Round Swamp Cemetery,Local,,,,,2014-824,LEP,,"108012520",0.000104630186797,,,,,,,,,,,,,
"26429","24060",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A068,Old Roman Catholic Cemetery,Local,,,,,2014-824,LEP,,"108012520",2.15660748e-07,"20838",Old Roman Catholic Cemetery,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1960060,"1960060",Great Western Highway,Hartley,Lithgow,"0","0","0","0","0","0"
"26430","24061",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A070,Thomas Veays Isolated Grave,Local,,,,,2014-824,LEP,,"108012520",3.6871402244e-05,,,,,,,,,,,,,
"26431","24062",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A071,Martha Power grave,Local,,,,,2014-824,LEP,,"108012520",2.4653039873e-05,,,,,,,,,,,,,
"26432","24063",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A088,Cullen Bullen General Cemetery,Local,,,,,2014-824,LEP,,"108012520",2.996569492e-06,,,,,,,,,,,,,
"26433","24064",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A091,Meadow Flat War Memorial,Local,,,,,2014-824,LEP,,"108012520",2.52020527e-07,,,,,,,,,,,,,
"26434","24065",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A092,Meadow Flat School Bell,Local,,,,,2014-824,LEP,,"108012520",1.118993168e-06,,,,,,,,,,,,,
"26435","24066",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A094,Mount Lambie Presbyterian Cemetery,Local,,,,,2014-824,LEP,,"108012520",2.55058694e-07,,,,,,,,,,,,,
"26436","24067",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A095,Oakey Park Colliery Site,Local,,,,,2014-824,LEP,,"108012520",1.4777382603e-05,,,,,,,,,,,,,
"26437","24068",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A104,Galagher family cemetery,Local,,,,,2014-824,LEP,,"108012520",5.0380507673e-05,,,,,,,,,,,,,
"26438","24069",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A106,Palmers Oakey General Cemetery,Local,,,,,2014-824,LEP,,"108012520",9.67304914e-07,,,,,,,,,,,,,
"26439","24070",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A107,Portland General Cemetery,Local,,,,,2014-824,LEP,,"108012520",4.451330824e-06,,,,,,,,,,,,,
"26440","24071",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A119,Dargan Railway Dams,Local,,,,,2014-824,LEP,,"108012520",6.844356903e-06,,,,,,,,,,,,,
"26441","24072",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A122,Lithgow War Memorial,Local,,,,,2014-824,LEP,,"108012520",2.719940767e-06,,,,,,,,,,,,,
"26442","24073",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A123,Sorensen Memorial,Local,,,,,2014-824,LEP,,"108012520",1.384318239e-06,"11362",Hoskins Memorial Presbyterian Church,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1960363,"1960363",Bridge Street,Lithgow,Lithgow,"0","0","0","0","0","0"
"26443","24074",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A133,Railway culvert of Ida Falls Creek,Local,,,,,2014-824,LEP,,"108012520",1.6250139652e-05,,,,,,,,,,,,,
"26444","24075",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A140,Newvale Colliery and Coke-Ovans,Local,,,,,2014-824,LEP,,"108012520",9.660388514e-06,,,,,,,,,,,,,
"26445","24076",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A141,Sodwalls Cemetery,Local,,,,,2014-824,LEP,,"108012520",3.1645531635e-05,,,,,,,,,,,,,
"26446","24077",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A142,Grave of Jeremiah Beale,Local,,,,,2014-824,LEP,,"108012520",2.3829526071e-05,,,,,,,,,,,,,
"26447","24078",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A143,Gravestone of Ellen Griffiths and Julia Beale,Local,,,,,2014-824,LEP,,"108012520",1.5846738279e-05,,,,,,,,,,,,,
"26448","24079",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A170,Cooerwull Public School Bell,Local,,,,,2014-824,LEP,,"108012520",7.84637905e-07,,,,,,,,,,,,,
"26449","24080",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A174,Hill Top Tramway above Hartley Vale,Local,,,,,2014-824,LEP,,"108012520",0.000207238706935,,,,,,,,,,,,,
"26450","24081",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A185,Lowther/Hampton district War Memorial,Local,,,,,2014-824,LEP,,"108012520",1.273079761e-06,,,,,,,,,,,,,
"26451","24082",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A186,Lithgow Valley Colliery Quoits Field,Local,,,,,2014-824,LEP,,"108012520",5.3445092e-08,,,,,,,,,,,,,
"26487","24118",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A043,Lowther Park cemetery,Local,,,,,2014-824,LEP,,"108012520",3.55507382e-07,,,,,,,,,,,,,
"26679","24310",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A026,Bowens Creek Bridge Abutments,Local,,,,,2014-824,LEP,,"108012520",2.5915597e-08,,,,,,,,,,,,,
"26680","24311",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A027,Road culvert and sustaining wall at Emoh,Local,,,,,2014-824,LEP,,"108012520",3.1702712e-08,,,,,,,,,,,,,
"26681","24312",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A145,Airly Township & Mines Group,Local,,,,,2014-824,LEP,,"108012520",6.4764663e-08,,,,,,,,,,,,,
"26682","24313",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A146,Airly Village Church site,Local,,,,,2014-824,LEP,,"108012520",6.4765118e-08,,,,,,,,,,,,,
"26683","24314",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A147,Spring Shaft and Stone House,Local,,,,,2014-824,LEP,,"108012520",6.4759206e-08,,,,,,,,,,,,,
"26684","24315",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A148,Airly Big Rock Cave Dwellings,Local,,,,,2014-824,LEP,,"108012520",6.4756932e-08,,,,,,,,,,,,,
"26685","24316",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A149,Airly Bakery,Local,,,,,2014-824,LEP,,"108012520",6.4755568e-08,,,,,,,,,,,,,
"26686","24317",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A150,Potts Point Dwelling Complex,Local,,,,,2014-824,LEP,,"108012520",6.4756023e-08,,,,,,,,,,,,,
"26687","24318",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A151,Managers Residence,Local,,,,,2014-824,LEP,,"108012520",6.4755568e-08,,,,,,,,,,,,,
"26688","24319",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A152,"Magazine, spring, stone cave dwelling",Local,,,,,2014-824,LEP,,"108012520",6.4754204e-08,,,,,,,,,,,,,
"26689","24320",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A153,Stone Dwelling Comples,Local,,,,,2014-824,LEP,,"108012520",6.4761025e-08,,,,,,,,,,,,,
"26690","24321",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A154,"Skipway, stone retaining wall",Local,,,,,2014-824,LEP,,"108012520",6.4753749e-08,,,,,,,,,,,,,
"26691","24322",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A155,Gorrms House,Local,,,,,2014-824,LEP,,"108012520",6.4755568e-08,,,,,,,,,,,,,
"26692","24323",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A156,"Matrins Tunnel, ventilation tunnel and chimney",Local,,,,,2014-824,LEP,,"108012520",6.4754659e-08,,,,,,,,,,,,,
"26693","24324",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A157,Ventilation Chimney,Local,,,,,2014-824,LEP,,"108012520",6.4750566e-08,,,,,,,,,,,,,
"26694","24325",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A158,Boiler and winding house,Local,,,,,2014-824,LEP,,"108012520",6.4756932e-08,,,,,,,,,,,,,
"26695","24326",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A159,Flying Fox rope way,Local,,,,,2014-824,LEP,,"108012520",6.4755113e-08,,,,,,,,,,,,,
"26696","24327",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A160,"Ventilation shaft, dwelling, skipway",Local,,,,,2014-824,LEP,,"108012520",6.4761025e-08,,,,,,,,,,,,,
"26697","24328",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A161,Tornane Railway Cutting,Local,,,,,2014-824,LEP,,"108012520",6.4754659e-08,,,,,,,,,,,,,
"26698","24329",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A162,Torbane Retort Complex,Local,,,,,2014-824,LEP,,"108012520",6.4760115e-08,,,,,,,,,,,,,
"26699","24330",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A176,Gun Emplacements,State,,,,,2014-824,LEP,,"108012520",2.499486072e-06,,,,,,,,,,,,,
"26700","24331",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A176,Gun Emplacements,State,,,,,2014-824,LEP,,"108012520",1.94188942e-07,,,,,,,,,,,,,
"26701","24332",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A184,War Memorial,Local,,,,,2014-824,LEP,,"108012520",4.0527539e-08,,,,,,,,,,,,,
"26711","24342",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A021,Hassans Walls Stockade and Barracks,Local,,,,,2014-824,LEP,,"108012520",4.7391108637e-05,,,,,,,,,,,,,
"26712","24343",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A108,Wallerawang General Cemetery,Local,,,,,2014-824,LEP,,"108012520",3.018225925e-06,,,,,,,,,,,,,
"26713","24344",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A111,Blackmans Flat Roman Catholic Cemetery,Local,,,,,2014-824,LEP,,"108012520",5.779616e-07,,,,,,,,,,,,,
"26714","24345",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A144,"Airly, Torbane and Genowlan oil shale sites",Local,,,,,2014-824,LEP,,"108012520",0.000467981911243,,,,,,,,,,,,,
"26715","24346",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A175,Hill Top Tramway above Hartley Vale,Local,,,,,2014-824,LEP,,"108012520",0.000260977134076,,,,,,,,,,,,,
"26734","24365",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A082,Tarana Railway Station water-tank,State,,,,,2014-824,LEP,,"108012520",2.2615041e-08,,,,,,,,,,,,,
"26748","24379",Lithgow Local Environmental Plan 2014,"4870",LITHGOW,2014/12/19 00:00:00.000,2014/12/19 00:00:00.000,2015/11/13 00:00:00.000,,,,,Item - Archaeological,A078,Rev John Troughton gravemarker,Local,,,,,2014-824,LEP,,"108012520",3.97127678e-07,,,,,,,,,,,,,
"26772","24405",Wollongong Local Environmental Plan 2009,"8450",WOLLONGONG,2014/06/06 00:00:00.000,2014/06/06 00:00:00.000,2018/06/08 00:00:00.000,Amendment No 15,,,,Item - Archaeological,"5989",Settlers’ Cemetery and World War II cemetery,Local,,,,,2010-76,LEP,,"108012422",7.5738626e-08,,,,,,,,,,,,,
