TroveID,troveUrl,title,contributor,issued,year,abstract,subjects,URLs,ExternalURL_1,ExternalURL_1_type,relevanceScore,Address_export,Verified_Address,Longitude,Latitude,Location_Confidence,HOITEMID,ITEMNAME
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
172980742,http://trove.nla.gov.au/work/172980742,An archaeological survey of the east Tuggeranong 132 kV transmission line : a report to the ACT Electricity Authority / by Robert Paton,"Paton, Robert C",1986,1986,not found,not found,not found,not found,not found,0.09638357,"132 KV TRANSMISSION LINE, not known, NSW","Sydney NSW, Australia",151.2092955,-33.8688197,APPROXIMATE,n/a,n/a
14875451,http://trove.nla.gov.au/work/14875451,"An archaeological report on Millendon Homestead : Lot 210, 73 Olive Road, Upper Swan, Western Australia / prepared by Shane Burke for the Heritage Council of Western Australia","Burke, Shane",2004,2004,not found,not found,not found,not found,not found,0.03829953,"210 73 OLIVE ROAD, not known, NSW","Sydney NSW, Australia",151.2092955,-33.8688197,APPROXIMATE,n/a,n/a
20812883,http://trove.nla.gov.au/work/20812883,"Mudgegonga 2, Aboriginal rock art site (Site 8224/001) : a detailed recording of the art and its context with an assessment of its archaeological significance / by R.G. Gunn","Gunn, R. G",1987,1987,not found,not found,not found,not found,not found,0.08811295,"2 ABORIGINAL ROCK ART, not known, NSW","Shop 13, 2 East Circular Quay, Opera Quays, Sydney NSW 2000, Australia",151.2129115,-33.8598671,GEOMETRIC_CENTER,n/a,n/a
30344756,http://trove.nla.gov.au/work/30344756,"Statement of environmental effects to accompany development application for subdivision of Lot 6 DP 855139 & Part Lot 38 DP 869101 Minmi Road, Fletcher : creating Ninety-Seven (97) residential allotments and Three (3) residual allotments / prepared by Asquith & de Witt Pty Ltd",Asquith & de Witt,2001,2001,not found,not found,not found,not found,not found,0.032762557,"869101 MINMI ROAD, FLETCHER, NSW","Minmi Rd, New South Wales 2287, Australia",151.6511359,-32.8813216,GEOMETRIC_CENTER,n/a,n/a
182505676,http://trove.nla.gov.au/work/182505676,"Final report : Division 1 Boggo Road Gaol, Brisbane, excavation report / prepared by Austral Archaeology Pty Ltd for Connell Wagner",Austral Archaeology,2007,2007,not found,not found,not found,not found,not found,0.24734254,"1 BOGGO ROAD, AUSTRAL, NSW","21 Boggo Rd, Dutton Park QLD 4102, Australia",153.0288235,-27.4951182,Great - Google,n/a,n/a
171902379,http://trove.nla.gov.au/work/171902379,"Permit application : archaeological assessment research design & excavation methodology : 9 Rangihou Crescent, Parramatta N.S.W. / Fenella Atkinson and Ivana Vetta for Masterton Homes on behalf of Mr Lap Wong and Mrs Ruth Wong","Atkinson, Fenella",2007,2007,not found,not found,not found,not found,not found,0.21580839,"9 RANGIHOU CRESCENT, PARRAMATTA, NSW","9 Rangihou Cres, Parramatta NSW 2150, Australia",151.0149799,-33.8143619,Great - Google,n/a,n/a
36993128,http://trove.nla.gov.au/work/36993128,"Air raid shelter, 30 Tamar Street, Ballina. Excavation permit: 2008/s140/16 : archaeological excavation report / Nexus Archaeology & Heritage",Resitech Australia,2009,2009,not found,not found,not found,not found,not found,0.19863233,"30 TAMAR STREET, BALLINA, NSW","30 Tamar St, Ballina NSW 2478, Australia",153.565107,-28.8714617,Great - Google,n/a,n/a
178266696,http://trove.nla.gov.au/work/178266696,"Archaeological Assessment, 15a Dickson Street, Newtown, Sydney",Archaeology And Heritage Pty Ltd,2003,2003,not found,not found,"[{u'linktype': u'fulltext', u'type': u'url', u'value': u'http://dx.doi.org/10.4227/11/504581A7CF87A'}]",http://dx.doi.org/10.4227/11/504581A7CF87A,fulltext,0.19106424,"15A DICKSON STREET, NEWTOWN, NSW","15A Dickson St, Newtown NSW 2042, Australia",151.1793767,-33.9046149,Great - Google,n/a,n/a
33530106,http://trove.nla.gov.au/work/33530106,"Archaeological assessment of proposed development at 197 Denison Street , Hamilton / Denis Gojak, Banksia Heritage + Archaeology for G and K Cousins","Gojak, Denis",2002,2002,not found,not found,not found,not found,not found,0.18166426,"197 DENISON STREET, HAMILTON, NSW","197 Denison St, Hamilton NSW 2303, Australia",151.7406453,-32.9254861,Great - Google,n/a,n/a
30531835,http://trove.nla.gov.au/work/30531835,"33-35 Hunter Street, Parramatta, NSW : historical archaeological & development impact assessment : report prepared in support of an application for an archaeological excavation permit under S. 139 of the NSW Heritage Act, 1997 / Graham Wilson ... [et al.], on behalf of Sonenco Pty Ltd & Ross Howieson Pty Ltd (Architects)","Wilson, Graham",2001,2001,not found,not found,not found,not found,not found,0.18116578,"33-35 HUNTER STREET, PARRAMATTA, NSW","33 Hunter St, Parramatta NSW 2150, Australia",151.0002266,-33.8156786,Great - Google,n/a,n/a
32772736,http://trove.nla.gov.au/work/32772736,"[Archaeological investigations at 30 Elizabeth St, North Parramatta : report on assessment of underfloor deposits in the cottage & test excavation of the detached kitchen & cess pit site / on behalf of RTH Design & Construction Pty Ltd",not found,1999,1999,not found,not found,not found,not found,not found,0.17807737,"30 ELIZABETH ST, NORTH PARRAMATTA, NSW","30 Elizabeth St, Parramatta NSW 2150, Australia",151.0096819,-33.80943,Great - Google,n/a,n/a
9457926,http://trove.nla.gov.au/work/9457926,"Historical archaeological assessment research design & excavation methodology for proposed investigations at 1927-1931 Pittwater Rd., Bayview NSW / Peter Douglas, Fiona Leslie & Denis Gojak","Douglas, Peter, archaeologist",2004,2004,not found,not found,not found,not found,not found,0.17277452,"1927-1931 PITTWATER RD, BAYVIEW, NSW","1927-1931 Pittwater Rd, Bayview NSW 2104, Australia",151.2979568,-33.660667,Great - Google,n/a,n/a
234306738,http://trove.nla.gov.au/work/234306738,"Albury Regional Art Gallery : 546-556 Dean Street, Albury, NSW. Historical archaeology excavation report","Myers, Sarah",2017,2017,not found,not found,not found,not found,not found,0.16390623,"546-556 DEAN STREET, ALBURY, NSW","546 Dean St, Albury NSW 2640, Australia",146.9167774,-36.0805494,Great - Google,n/a,n/a
34304800,http://trove.nla.gov.au/work/34304800,"24 Hunter Street, Parramatta, NSW : historical archaeological impact assessment & test excavation methodology / Fiona Leslie & Peter Douglas","Leslie, Fiona",2004,2004,not found,not found,not found,not found,not found,0.16046873,"24 HUNTER STREET, PARRAMATTA, NSW","24 Hunter St, Parramatta NSW 2150, Australia",151.0005631,-33.8152787,Great - Google,n/a,n/a
171535487,http://trove.nla.gov.au/work/171535487,"Archaeological assessment, research design & excavation methodology : portions of Dillin Goldingham Allotments, 73-77 King Street, Newcastle N.S.W. / Martin Carney, Fenella Atkinson & Julie Cox, Archaeological Management & Consulting Group for Noel Investments","Carney, Martin D",2003,2003,not found,not found,not found,not found,not found,0.15873253,"73-77 KING STREET, Sydney, NSW","73 King St, Sydney NSW 2000, Australia",151.2062624,-33.8686996,Great - Google,n/a,n/a
172505447,http://trove.nla.gov.au/work/172505447,"Archaeological assessment, research design & excavation methodology : Legacy House, formerly Dangar Chambers, 45 Bolton Street, Newcastle N.S.W. / Martin Carney, Fenella Atkinson & Julie Cox, Archaeological Management & Consulting Group for Stephen Edwards Constructions Pty Ltd","Carney, Martin D",2003,2003,not found,not found,not found,not found,not found,0.15873253,"45 BOLTON STREET, NEWCASTLE, NSW","45 Bolton St, Newcastle NSW 2300, Australia",151.7829226,-32.9289026,Great - Google,n/a,n/a
169681936,http://trove.nla.gov.au/work/169681936,"Archaeological assessment, research design, methodology, and excavation permit application : part of the Eastwood Brickyards site, 37 Midson Road, Eastwood, NSW / Ivana Vetta and Fenella Atkinson ; Archaeological Managment & Consulting Group","Vetta, Ivana",2007,2007,not found,not found,not found,not found,not found,0.15528023,"37 MIDSON ROAD, EASTWOOD, NSW","37 Midson Rd, Eastwood NSW 2122, Australia",151.0739662,-33.7839777,Great - Google,n/a,n/a
169210601,http://trove.nla.gov.au/work/169210601,"Archaelogical excavation report : 1 Hunter Street, Parramatta NSW / Martin D. Carney & Fenella Atkinson ; Archaeological Managment & Consulting Group","Carney, Martin D",2002,2002,not found,not found,not found,not found,not found,0.147683,"1 HUNTER STREET, PARRAMATTA, NSW","1 Hunter St, Parramatta NSW 2150, Australia",150.9978815,-33.815093,Great - Google,n/a,n/a
8758602,http://trove.nla.gov.au/work/8758602,"'Sheoks' 1927-1931 Pittwater Rd., Bayview, NSW : Aboriginal heritage impact assessment in support of a preliminary research permit application for archaeological test excavation at the site / by Jim Wheeler","Wheeler, Jim archaeologist",2004,2004,not found,not found,not found,not found,not found,0.14438283,"1927-1931 PITTWATER RD, BAYVIEW, NSW","1927-1931 Pittwater Rd, Bayview NSW 2104, Australia",151.2979568,-33.660667,Great - Google,n/a,n/a
22001970,http://trove.nla.gov.au/work/22001970,"Report on the archaeological excavation of 79 George Street, Parramatta, NSW, 1989 / E. Higginbotham for C. H. Webb Bros","Higginbotham, Edward A. K",1990,1990,not found,not found,not found,not found,not found,0.14096183,"79 GEORGE STREET, PARRAMATTA, NSW","79 George St, Parramatta NSW 2150, Australia",151.0068852,-33.8147645,Great - Google,n/a,n/a
8184783,http://trove.nla.gov.au/work/8184783,"Riverwalk development : 710 Hunter Street Newcastle NSW, Aboriginal heritage impact assessment : a heritage impact permit application for archaeological salvage excavation at the site / Jim Wheeler & Peter Douglas","Wheeler, Jim archaeologist",2004,2004,not found,not found,not found,not found,not found,0.14063454,"710 HUNTER STREET, NEWCASTLE, NSW","710 Hunter St, Newcastle West NSW 2302, Australia",151.7625964,-32.9260705,Great - Google,n/a,n/a
228440523,http://trove.nla.gov.au/work/228440523,"Interim report on historical archaeological investigation of land at 1927-1931 Pittwater Rd., Bayview, NSW / Peter Douglas on behalf of Urban Traders Pty Ltd","Douglas, Peter",2004,2004,not found,not found,not found,not found,not found,0.14045644,"1927-1931 PITTWATER RD, BAYVIEW, NSW","1927-1931 Pittwater Rd, Bayview NSW 2104, Australia",151.2979568,-33.660667,Great - Google,n/a,n/a
30486738,http://trove.nla.gov.au/work/30486738,"Archaeological investigations at 354-356 Church St., Parramatta : (1A Palmer St., Parramatta) / Peter Douglas, on behalf of Komodo Holdings Prty Ltd","Douglas, Peter archaeologist",2002,2002,not found,not found,not found,not found,not found,0.13896577,"354-356 CHURCH ST, PARRAMATTA, NSW","354 Church St, Parramatta NSW 2150, Australia",151.0054636,-33.8098119,Great - Google,n/a,n/a
30486319,http://trove.nla.gov.au/work/30486319,"101 Marsden St., Parramatta NSW : historical archaeological test excavation report and a research design & excavation methodology for additional investigations proposed at the site / Dan Tuck & Peter Douglas, on behalf of Baulkham Hills Apartments Pty Ltd","Tuck, Dan",2002,2002,not found,not found,not found,not found,not found,0.13417216,"101 MARSDEN ST, BAULKHAM HILLS, NSW","101 Marsden St, Parramatta NSW 2150, Australia",151.0031033,-33.8114289,Great - Google,n/a,n/a
8184360,http://trove.nla.gov.au/work/8184360,"Historical archaeological & development impact assessment report for 710 Hunter St., Newcastle NSW : former Honeysuckle Presbyterian Cemetery (1841-1881) : report prepared to address condition 3.12 attached to development application for proposed construction at the site / Peter Douglas & Graham Wilson","Douglas, Peter archaeologist",2004,2004,not found,not found,not found,not found,not found,0.13284701,"710 HUNTER ST, NEWCASTLE, NSW","710 Hunter St, Newcastle West NSW 2302, Australia",151.7625964,-32.9260705,Great - Google,n/a,n/a
169926591,http://trove.nla.gov.au/work/169926591,"Archaeological assessment, research design, test excavation methodology and heritage impact statement : 48 Olola Avenue, formerly a portion of the Wentworth Estate, Vaucluse, NSW / Martin Carney and Fenella Atkinson; Archaeological Managment & Consulting Group","Carney, Martin",2005,2005,not found,not found,not found,not found,not found,0.12863344,"48 OLOLA AVENUE, VAUCLUSE, NSW","48 Olola Ave, Vaucluse NSW 2030, Australia",151.2746876,-33.8557687,Great - Google,n/a,n/a
20932523,http://trove.nla.gov.au/work/20932523,Baseline archaeological assessment report : 62 Hassall Street Parramatta NSW / Martin D. Carney Archaeological Management & Consulting Group Pty. Ltd. for Idex Design Pty. Limited,Martin D. Carney Archaeological Management & Consulting Group,1999,1999,not found,not found,not found,not found,not found,0.12678245,"62 HASSALL STREET, PARRAMATTA, NSW","62 Hassall St, Parramatta NSW 2150, Australia",151.0154574,-33.8181388,Great - Google,n/a,n/a
186335120,http://trove.nla.gov.au/work/186335120,"Archaeological assessment, research design, methodology and excavation permit application : Part of the Eastwood Brickyards site, 37 Midson Road, Eastwood, N.S.W. / Archaeological Management & Consulting Group Pty Ltd",Archaeological Management & Consulting Group,2007,2007,not found,not found,not found,not found,not found,0.12608036,"37 MIDSON ROAD, EASTWOOD, NSW","37 Midson Rd, Eastwood NSW 2122, Australia",151.0739662,-33.7839777,Great - Google,n/a,n/a
8612318,http://trove.nla.gov.au/work/8612318,"Archaeological monitoring report on the re-excavation of a 1925 service trench crossing the former Parramatta Native Institution site, 38 Hunter St, Parramatta NSW / Peter Douglas, Jim Wheeler & Dan Tuck, on behalf of St. Johns Parramatta Endowment Fund","Douglas, Peter archaeologist",2004,2004,not found,not found,not found,not found,not found,0.12560676,"1925 SERVICE TRENCH CROSSING, PARRAMATTA, NSW","27-31 Argyle St, Parramatta NSW 2150, Australia",150.999742,-33.8164961,Great - Google,n/a,n/a
8184274,http://trove.nla.gov.au/work/8184274,"Historical archaeological & development impact assessment report for 13 Grose St., North Parramatta NSW : report prepared to support a development application for proposed construction at the site / Fiona Leslie ... [et al.]","Leslie, Fiona",2004,2004,not found,not found,not found,not found,not found,0.12480281,"13 GROSE ST, NORTH PARRAMATTA, NSW","13 Grose St, Parramatta NSW 2150, Australia",151.0036793,-33.806614,Great - Google,n/a,n/a
32184513,http://trove.nla.gov.au/work/32184513,"'Mountjoy' 85 Victoria Street, Ashfield, NSW : archaeological & development impact assessment report / Cosmos Coroneos, Caroling Wilby & Peter Douglas","Coroneos, Cosmos",2005,2005,not found,not found,not found,not found,not found,0.121805795,"85 VICTORIA STREET, ASHFIELD, NSW","85 Victoria St, Ashfield NSW 2131, Australia",151.1292733,-33.8952322,Great - Google,n/a,n/a
22071634,http://trove.nla.gov.au/work/22071634,"Report on the archaeological excavation of the Jobbins building, 105 Gloucester Street, the Rocks, Sydney, N.S.W. 1991-2 / E. Higginbotham","Higginbotham, Edward A. K",1992,1992,not found,not found,not found,not found,not found,0.12106775,"105 GLOUCESTER STREET, SYDNEY, NSW","105 Gloucester St, The Rocks NSW 2000, Australia",151.206851,-33.8603934,Great - Google,n/a,n/a
9458754,http://trove.nla.gov.au/work/9458754,"38 Hunter Street, Parramatta, NSW : archaeological assessment report & research design for proposed monitoring & recording of minor works at the site",Archaeological & Heritage Management Solutions (Firm),2003,2003,not found,not found,not found,not found,not found,0.12080326,"38 HUNTER STREET, PARRAMATTA, NSW","38 Hunter St, Parramatta NSW 2150, Australia",151.0023239,-33.8153171,Great - Google,n/a,n/a
9847551,http://trove.nla.gov.au/work/9847551,"12 Pitt St., Parramatta NSW : historical archaeological assessment report / Peter Douglas, Jim Wheeler & Laila Ellmoos","Douglas, Peter archaeologist",2004,2004,not found,not found,not found,not found,not found,0.11713108,"12 PITT ST, PARRAMATTA, NSW","12 Pitt St, Parramatta NSW 2150, Australia",150.9975221,-33.8161442,Great - Google,n/a,n/a
233105025,http://trove.nla.gov.au/work/233105025,"17a Castray Esplanade, Hobart, Tasmania : final archaeological report / Kelly Strickland and Martin Carney, Archaeological Management & Consulting Group for Shane Pritchard and George Giameos","Strickland, Kelly",2010,2010,not found,not found,not found,not found,not found,0.11618897,"17A CASTRAY ESPLANADE, Sydney, NSW","17A Castray Esplanade, Battery Point TAS 7004, Australia",147.336631,-42.886709,Great - Google,n/a,n/a
9529418,http://trove.nla.gov.au/work/9529418,"22-24 Kendall Street, Parramatta NSW : Aboriginal archaeological assessment & development impact assessment report / Fiona Leslie, Jim Wheeler & Peter Douglas","Leslie, Fiona",2003,2003,not found,not found,not found,not found,not found,0.1154543,"22-24 KENDALL STREET, PARRAMATTA, NSW","22 Kendall St, Harris Park NSW 2150, Australia",151.0088253,-33.8191937,Great - Google,n/a,n/a
25317652,http://trove.nla.gov.au/work/25317652,"643-651 Hunter Street, Newcastle : Aboriginal heritage impact assessment in support of a preliminary research permit application for archaeological test excavation at the site / Jim Wheeler ... [et al.]","Wheeler, Jim archaeologist",2004,2004,not found,not found,not found,not found,not found,0.115078226,"643-651 HUNTER STREET, NEWCASTLE, NSW","643 Hunter St, Newcastle West NSW 2302, Australia",151.7640618,-32.9272069,Great - Google,n/a,n/a
20853630,http://trove.nla.gov.au/work/20853630,"1927-1931 Pittwater Rd., Bayview, NSW / Peter Douglas","Douglas, Peter, archaeologist",2004-2005,2004,not found,not found,not found,not found,not found,0.11440225,"1927-1931 PITTWATER RD, BAYVIEW, NSW","1927-1931 Pittwater Rd, Bayview NSW 2104, Australia",151.2979568,-33.660667,Great - Google,n/a,n/a
8179988,http://trove.nla.gov.au/work/8179988,"Historical archaeological & development impact assessment report for 73 O'Connell Street, North Parramatta, NSW : report prepared to support a development application for proposed construction of a new trolley store at the site / Fiona Leslie ... [et at.]","Leslie, Fiona",2004,2004,not found,not found,not found,not found,not found,0.11401117,"73 O'CONNELL STREET, NORTH PARRAMATTA, NSW","73 O'Connell St, North Parramatta NSW 2151, Australia",150.9999314,-33.7973615,Great - Google,n/a,n/a
33452329,http://trove.nla.gov.au/work/33452329,"Historical archaeological assessment of 1D River Road, Sutherland, NSW : report prepared as part of a management options study for the site / Dan Tuck & Peter Douglas on behalf of NSW RTA Operations, Environmental Technology Branch","Tuck, Dan",2002,2002,not found,not found,not found,not found,not found,0.11313787,"1D RIVER ROAD, SUTHERLAND, NSW","1 River Rd, Sutherland NSW 2232, Australia",151.0530396,-34.0217217,Great - Google,n/a,n/a
34352160,http://trove.nla.gov.au/work/34352160,"700 Hunter Street Newcastle, NSW : Aboriginal archaeological assessment & results of consultation with Awabakal Local Aboriginal Land Council regarding the sites indigenous cultural values / Dominic Steele & Peter Douglas on behalf of Accor Asia Pacific (Economy Hotels)","Steele, Dominic",2001,2001,not found,not found,not found,not found,not found,0.11248932,"700 HUNTER STREET, AWABA, NSW","700 Hunter St, Newcastle West NSW 2302, Australia",151.7632838,-32.926362,Great - Google,n/a,n/a
153852438,http://trove.nla.gov.au/work/153852438,"Casselden Place, 50 Lonsdale Street, Melbourne archaeological excavations : research archive report / report prepared [by Godden Mackay Logan Pty Ltd, Austral Archaeology Pty Ltd and La Trobe University] for ISPT and Heritage Victoria",Industry Superannuation Property Trust,2004,2004,not found,not found,"[{u'linktype': u'unknown', u'type': u'url', u'value': u'G:\\IMT\\Information Management\\Library\\PDF publications\\gml_case_study_casselden_place.pdf'}]",G:\IMT\Information Management\Library\PDF publications\gml_case_study_casselden_place.pdf,unknown,0.11201486,"50 LONSDALE STREET, AUSTRAL, NSW","50 Lonsdale St, Melbourne VIC 3000, Australia",144.9706918,-37.8092885,Great - Google,n/a,n/a
9457735,http://trove.nla.gov.au/work/9457735,"Baseline history & archaeological assessment : ""Whiteoak"" 54 Albert Street, North Parramatta NSW",Archaeological & Heritage Management Solutions (Firm),1999,1999,not found,not found,not found,not found,not found,0.1111978,"54 ALBERT STREET, NORTH PARRAMATTA, NSW","54 Albert St, North Parramatta NSW 2151, Australia",151.008545,-33.8037465,Great - Google,n/a,n/a
8274078,http://trove.nla.gov.au/work/8274078,"Archaeological assessment at 20 Pitt Street, Parramatta / [Graham Wilson, Peter Douglas]","Wilson, Graham",1999,1999,not found,not found,not found,not found,not found,0.1106666,"20 PITT STREET, PARRAMATTA, NSW","20 Pitt St, Parramatta NSW 2150, Australia",150.9973358,-33.8166304,Great - Google,n/a,n/a
10779390,http://trove.nla.gov.au/work/10779390,"Report on the archaeological excavation of the site of the extensions to the Hawkesbury Museum, 7 Thompson Square, Windsor, N.S.W. 1992 / E. Higginbotham","Higginbotham, Edward A. K",1993,1993,not found,not found,not found,not found,not found,0.10972096,"7 THOMPSON SQUARE, WINDSOR, NSW","7 Thompson Square, Windsor NSW 2756, Australia",150.8224374,-33.6046146,Great - Google,n/a,n/a
8185146,http://trove.nla.gov.au/work/8185146,"Historical archaeological assessment of a proposed development site at 32-34 Regent Street Chippendale NSW : a report prepared on behalf of Timwin Consultants / Mark Dunne, Dan Tuck & Peter Douglas","Dunne, Mark",2001,2001,not found,not found,not found,not found,not found,0.10960569,"32-34 REGENT STREET, CHIPPENDALE, NSW","32-34 Regent St, Chippendale NSW 2008, Australia",151.202849,-33.8849254,Great - Google,n/a,n/a
30476079,http://trove.nla.gov.au/work/30476079,"Initial historical archaeological assessment of the proposed site for a group of townhouses at 16-18 Jane Street Balmain NSW / Graham Wilson, Dan Tuck & Peter Douglas","Wilson, Graham",2001,2001,not found,not found,not found,not found,not found,0.10896413,"16-18 JANE STREET, BALMAIN, NSW","16 Jane St, Balmain NSW 2041, Australia",151.1847399,-33.859552,Great - Google,n/a,n/a
200331996,http://trove.nla.gov.au/work/200331996,"1 William Street : Historical Archaeological Excavation Report (final) : Brookfield Multiplex Constructions and Cbus Property, 1 William Street Pty Ltd / ERM",Brookfield Multiplex Constructions,2014,2014,not found,not found,"[{u'linktype': u'unknown', u'type': u'url', u'linktext': u'SLQ', u'value': u'http://hdl.handle.net/10462/pdf/2135'}]",http://hdl.handle.net/10462/pdf/2135,unknown,0.10721758,"1 WILLIAM STREET, Sydney, NSW","1 William St, Darlinghurst NSW 2010, Australia",151.213301,-33.8740146,Great - Google,n/a,n/a
30061925,http://trove.nla.gov.au/work/30061925,"CB Hotel, 405-427 Pitt Street, Sydney : historical archaeological & development impact assessment / Fiona Leslie, Peter Douglas & Caroline Wilby","Leslie, Fiona",2003,2003,not found,not found,not found,not found,not found,0.10556579,"405-427 PITT STREET, SYDNEY, NSW","405 Pitt St, Haymarket NSW 2000, Australia",151.2070476,-33.8784748,Great - Google,n/a,n/a
9282751,http://trove.nla.gov.au/work/9282751,"Archaeological assessment & impact mitigation strategy for 31-33 Hunter Street, Parramatta",Archaeological & Heritage Management Solutions (Firm),1999,1999,not found,not found,not found,not found,not found,0.104552686,"31-33 HUNTER STREET, Sydney, NSW","31 Hunter St, Sydney NSW 2000, Australia",151.2090801,-33.8659545,Great - Google,n/a,n/a
169210571,http://trove.nla.gov.au/work/169210571,"Archaeological excavation : 48 Olola Avenue, Vaucluse NSW / Fenella Atkinson & Martin Carney","Atkinson, Fenella",2006,2006,not found,not found,not found,not found,not found,0.10262538,"48 OLOLA AVENUE, VAUCLUSE, NSW","48 Olola Ave, Vaucluse NSW 2030, Australia",151.2746876,-33.8557687,Great - Google,n/a,n/a
169926447,http://trove.nla.gov.au/work/169926447,"Archaeological excavation photographic volume : part of the Eastwood Brickyards site, 37 Midson Road, Eastwood, NSW / Fenella Atkinson and Ivana Vetta; Archaeological Managment & Consulting Group","Atkinson, Fenella",2009,2009,not found,not found,not found,not found,not found,0.100456595,"37 MIDSON ROAD, EASTWOOD, NSW","37 Midson Rd, Eastwood NSW 2122, Australia",151.0739662,-33.7839777,Great - Google,n/a,n/a
8273766,http://trove.nla.gov.au/work/8273766,"Mount Royal Apartments, 73 Marsden Street, Parramatta, NSW : historical archaeological assessment / Fiona Leslie & Peter Douglas","Leslie, Fiona",2004,2004,not found,not found,not found,not found,not found,0.09788416,"73 MARSDEN STREET, PARRAMATTA, NSW","73 Marsden St, Parramatta NSW 2150, Australia",151.000678,-33.8190646,Great - Google,n/a,n/a
