ID,Title,site_name,Short_site_name,Author,Organisation,Client,Year,item_link,Document Type,NSW Historic Theme,Original Document Quality,Contributor,Site Location,County,LGA,Address (export),Verified Address,Longitude,Latitude,Location Confidence,Suburb
232,"Archaeological Record. Excavations in Hickson Road, The Rocks.","Hickson Road, The Rocks",Hickson Road,Thorp W. | ,,Sydney Cove Authority,1990,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13411_ID_Thorp1990HicksonRdTheRocksExcavRpt.pdf;query=;brand=default,Excavation Report,Commerce | Defence | Domestic life | ,Original master copy,Wendy Thorp Collection,"Hickson Road, The Rocks",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['THE ROCKS']
85,"Archaeological Assessment and Statement of Impact. HPM Company Properties. Hill Street, Surry Hills.","Hill Street, Surry Hills",Hill Street,Thorp W. | ,Cultural Resources Management | ,HPM Industries,2001,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13580_ID_Thorp2001HPMCoPropertiesSurryHillsArchAssess.pdf;query=;brand=default,Survey/Assessment,"Commerce | Domestic life | Towns, suburbs and villages | ",Original master copy | Poor quality image reproduction,Wendy Thorp Collection,"Hill Street, Surry Hills",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['SURRY HILLS']
477,"Conservation Area Studies. Holtermann Estate A,B,C,D and Lady Hay Estate (Crows Nest Road), North Sydney.","Holtermann Estate, Crows Nest",Holtermann Estate,Thorp W. | Wright M | Staas R. | ,,North Sydney Council,1998,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13868_ID_ThorpEtal1998HoltermannEstLadyHayEstNorthSydneyConservPlan.pdf;query=;brand=default,Heritage/Conservation,,Original master copy,Wendy Thorp,Crows Nest Road,Cumberland,North Sydney Council,No Street Address,not verified,not known,not known,unknown,"['CROWS NEST', 'NORTH SYDNEY', 'SYDNEY']"
87,"Archaeological Assessment and Survey, Homebush Bay.",Homebush Bay,Homebush Bay,Thorp W. | ,,,1985,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13876_ID_Thorp1985HomebushBayArchAssess.pdf;query=;brand=default,Survey/Assessment,Environment - cultural landscape | ,Original master copy,Wendy Thorp Collection,"Silverwater Detention Centre and Mulawa Prison, Newington Arms Depot, the Homebush Abattoir and the land immediately surrounding.",Cumberland,Auburn City Council,No Street Address,not verified,not known,not known,unknown,['HOMEBUSH']
863,Historical Research of Three Abandoned Hulks in Homebush Bay SS Heroic R.A.N Karangi unidentified Wooden Barge.,Homebush Bay,Homebush Bay,Bower R. | Staniforth M. | ,,Bicentennial Park,1993,http://nswaol.library.usyd.edu.au/view?docId=pdfs/22648_ID_Bower1993HistoricalResearchofThreeAbandonedHulksHomebushBay.pdf;query=;brand=default,Survey/Assessment,,Photocopy,Heritage Branch Library Collection,Homebush Bay adjacent to mangroves on the western side of the bay.,Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,['HOMEBUSH']
870,Homebush Bay Project: Review of Archaeological Data and Studies Relating to Homebush Bay.,Homebush Bay,Homebush Bay,Thorp W. | ,,Property Services Group,1993,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13484_ID_Thorp1993HomebushBayProjectArchAssess.pdf;query=;brand=default,Survey/Assessment,"Towns, suburbs and villages | ",Original master copy,Wendy Thorp Collection,Homebush Bay,Cumberland,Auburn City Council,No Street Address,not verified,not known,not known,unknown,['HOMEBUSH']
322,"Archival Report: Hornby Lighthouse and Associated Structures, South Head, Sydney.","Hornby Lighthouse, South Head",Hornby Lighthouse,Thorp W. | ,Australian Archaeological Resources | ,National Parks and Wildlife Service,1983,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13888_ID_Thorp1983HornbyLighthouseSouthHeadArchAssess.pdf;query=;brand=default,Survey/Assessment,Transport | Utilities | Welfare | ,Original master copy,Wendy Thorp Collection,"Inner South Head, Watson's Bay",Cumberland,Woollahra Municipal Council,No Street Address,not verified,not known,not known,unknown,['SYDNEY']
120,"Archaeological Assessment. Hunters Hill High School, Hunters Hill.",Hunters Hill High School,Hunters Hill High School,Bickford A. | ,Archaeology And Heritage Pty Ltd | ,New South Wales Department of Commerce,2003,http://nswaol.library.usyd.edu.au/view?docId=pdfs/12934_ID_Bickford2003HuntersHillHighSchoolArchAssess.pdf;query=;brand=default,Survey/Assessment,,Original master copy,Anne Bickford Collection,"Hunters Hill High School, Reiby Rd, Hunters Hill",Cumberland,The Council of the Municipality of Hunters Hill,No Street Address,not verified,not known,not known,unknown,['HUNTERS HILL']
926,Jericho Farm House Ruins. Conservation Plan and Report on Management Options. [Black and white version],"Jericho Farm House Ruins, Riverstone",Jericho Farm House Ruins,Mackay R. | Dallas M. | ,Don Godden and Associates | ,Rose Consulting Group,1989,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15420_ID_Godden1989JerichoFarmRiverstoneConservPlanBW.pdf;query=;brand=default,Heritage/Conservation,,Original master copy,Godden Mackay Logan Collection,"North side of South Creek, east of Richmond Rd, Riverstone.",Cumberland,Blacktown City Council,No Street Address,not verified,not known,not known,unknown,[]
927,Jericho Farm House Ruins. Conservation Plan and Report on Management Options. [Colour version 1 of 3 pdfs],"Jericho Farm House Ruins, Riverstone",Jericho Farm House Ruins,Mackay R. | Dallas M. | ,Don Godden and Associates | ,Rose Consulting Group,1989,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15448_ID_Godden1989JerichoFarmRiverstoneConservPlanColour1of3.pdf;query=;brand=default,Heritage/Conservation,,Original master copy,Godden Mackay Logan Collection,"North side of South Creek, east of Richmond Rd, Riverstone.",Cumberland,Blacktown City Council,No Street Address,not verified,not known,not known,unknown,[]
928,Jericho Farm House Ruins. Conservation Plan and Report on Management Options. [Colour version 2 of 3 pdfs],"Jericho Farm House Ruins, Riverstone",Jericho Farm House Ruins,Mackay R. | Dallas M. | ,Don Godden and Associates | ,Rose Consulting Group,1989,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15463_ID_Godden1989JerichoFarmRiverstoneConservPlanColour2of3.pdf;query=;brand=default,Heritage/Conservation,,Original master copy,Godden Mackay Logan Collection,"North side of South Creek, east of Richmond Rd, Riverstone.",Cumberland,Blacktown City Council,No Street Address,not verified,not known,not known,unknown,[]
929,Jericho Farm House Ruins. Conservation Plan and Report on Management Options. [Colour version 3 of 3 pdfs],"Jericho Farm House Ruins, Riverstone",Jericho Farm House Ruins,Mackay R. | Dallas M. | ,Don Godden and Associates | ,Rose Consulting Group,1989,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15424_ID_Godden1989JerichoFarmRiverstoneConservPlanColour3of3.pdf;query=;brand=default,Heritage/Conservation,,Original master copy,Godden Mackay Logan Collection,"North side of South Creek, east of Richmond Rd, Riverstone.",Cumberland,Blacktown City Council,No Street Address,not verified,not known,not known,unknown,[]
930,"Jerusalem Park, Oxford Falls: A Pattern of Changing Rural Land Use in the County of Cumberland.","Jerusalem Park, Oxford Falls",Jerusalem Park,McFarlane V. | ,University of Sydney | ,,1984,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13968_ID_McFarlane1984JerusalemParkOxfordFallsArchSurveyStudentThesis.pdf;query=;brand=default,Thesis/Student paper,Agriculture | Environment - cultural landscape | Industry | Land tenure | ,Original master copy,Judy Birmingham Collection,"Oxford Falls, Warringah Shire, NSW",ô˜,Warringah Council,No Street Address,not verified,not known,not known,unknown,['OXFORD FALLS']
565,A Developmental History and Site Analysis of John Bardsley & Sons Pty Ltd.,"John Bardsley & Sons, Leichhardt",John Bardsley & Sons,Schultz-Tesmar D. | ,University of Sydney | ,,1984,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13975_ID_SchultzTesmar1984JohnBardsleyAndSonsHIstoryAndSiteAnalysisStudentThesis.pdf;query=;brand=default,Thesis/Student paper,Industry | Labour | Technology | ,Original master copy,Judy Birmingham Collection,"Leichhardt, Sydney",Cumberland,Leichhardt Municipal Council,No Street Address,not verified,not known,not known,unknown,[]
941,Katoomba Public School.,Katoomba Public School,Katoomba Public School,,"Division of Research and Planning, NSW Department of Education | ",,1959,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13091_ID_DeptEDU1959KatoombaPublicSchoolHistRpt.pdf;query=;brand=default,Historical Research,Education | ,Photocopy,Ian Jack Collection,"Martin St, Katoomba",Cumberland,Blue Mountains City Council,No Street Address,not verified,not known,not known,unknown,[]
152,"Archaeological Assessment.  The KENS Site, Sydney.","KENS Site, Sydney",KENS Site,Thorp W. | ,Cultural Resources Management | ,Sunlord Holding Pty Ltd,1999,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13556_ID_Thorp1999KENSSiteSydneyArchAssess.pdf;query=;brand=default,Survey/Assessment,Accommodation | Commerce | Domestic life | ,Original master copy,Wendy Thorp Collection,"Section 57 of the City; Encompassing Kent, Erskine, Napoleon & Sussex Streets, Sydney",Cumberland,Council of the City of Sydney,"57 OF THE, not known, NSW",not verified,not known,not known,unknown,['SYDNEY']
783,"Heritage Impact Assessment.  The KENS Site, Sydney.","KENS Site, Sydney",KENS Site,Thorp W | ,Cultural Resources Management in Association with Brian McDonald and Associates | ,Sunlord Holding Pty Ltd,1999,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13578_ID_Thorp1999KENSSiteSydneyHrtgRpt.pdf;query=;brand=default,Heritage/Conservation,Accommodation | Commerce | Domestic life | ,Original master copy,Wendy Thorp Collection,"Section 57 of the City; Encompassing Kent, Erskine, Napoleon & Sussex Streets, Sydney",Cumberland,Council of the City of Sydney,"57 OF THE, not known, NSW",not verified,not known,not known,unknown,['SYDNEY']
1317,"Public Interpretations at Botany Bay, La Perouse: Appraisals and Alternative Proposals.",La Perouse and Bare Island Historic Sites,La Perouse and Bare Island Historic Sites,Duque-Portugal A. | ,University of Sydney | ,,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13046_ID_DuquePortugal1992PublicInterpretBotanyLaPerouseStudentThesis.pdf;query=;brand=default,Thesis/Student paper,,Original master copy | Poor quality image reproduction,Judy Birmingham Collection,"La Perouse, Sydney",Cumberland,Randwick City Council,No Street Address,not verified,not known,not known,unknown,"['LA PEROUSE', 'BOTANY BAY', 'BOTANY']"
992,"La Perouse and Bare Island Historic Sites. Conservation Plan. Joint consultant with the Department of Public Works, NSW.",La Perouse and Bare Island Historic Sites,La Perouse and Bare Island Historic Sites,,Edward Higginbotham and Associates Pty Ltd. | ,National Parks and Wildlife Service,1989,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13191_ID_Higginbotham1989LaPerouseAndBareIslandConservPlan.pdf;query=;brand=default,Heritage/Conservation,Defence | ,Original master copy,Edward Higginbotham Collection,"La Perouse and Bare Island, Botany Bay, N.S.W",Cumberland,Randwick City Council,No Street Address,not verified,not known,not known,unknown,['LA PEROUSE']
1004,"Lidcombe, Lidcombe Hospital, Historical Analysis.",Lidcombe Hospital,Lidcombe Hospital,,Cultural Resources Management | ,,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13526_ID_Thorp1994LidcombeHospitalHistoricalRpt.pdf;query=;brand=default,Historical Research,Government and administration | Health | Welfare | ,Original master copy,Wendy Thorp Collection,"Lidcombe Hospital, Joseph Street, Lidcombe, NSW",Cumberland,Auburn City Council,No Street Address,not verified,not known,not known,unknown,['LIDCOMBE']
705,"Gasworks Site, Little Manly Point, Manly, NSW. Plan of Management. Historical Archaeology, Overview. Sub-consultant to Land Systems Pty. Ltd.",Little Manly Point Gasworks,Little Manly Point Gasworks,,Edward Higginbotham and Associates Pty Ltd. | ,"Department of Planning, NSW.",1989,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13143_ID_Higginbotham1989GasworksLittleManlyPtMgmtPlan.pdf;query=;brand=default,Heritage/Conservation,Industry | Labour | Technology | ,Original master copy,Edward Higginbotham Collection,"Little Manly Point, Manly, N.S.W.",Cumberland,Manly Council,No Street Address,not verified,not known,not known,unknown,['MANLY']
706,"Gasworks Site, Little Manly Point, Manly, N.S.W. Report on Archaeological Watching Brief, 1990. Volume 2.",Little Manly Point Gasworks,Little Manly Point Gasworks,,Edward Higginbotham and Associates Pty Ltd. | ,Department of Planning. N.S.W.,1991,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13159_ID_Higginbotham1991GasworksLittleManlyPtArchMonitorRpt.pdf;query=;brand=default,Excavation Report,Industry | Technology | Utilities | ,Original master copy,Edward Higginbotham Collection,"Little Manly Point, Manly, N.S.W.",Cumberland,Manly Council,No Street Address,not verified,not known,not known,unknown,['MANLY']
1029,"Little Manly Point Gasworks, 1989. Photographic Record, Concrete Typology.",Little Manly Point Gasworks,Little Manly Point Gasworks,,Edward Higginbotham and Associates Pty Ltd. | ,Department of Planning. N.S.W.,1991,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13203_ID_Higginbotham1991LittleManlyPtGasworksPhotoRecord.pdf;query=;brand=default,Excavation Report,Industry | Technology | Utilities | ,Original master copy,Edward Higginbotham Collection,"Little Manly Point, Manly, N.S.W.",Cumberland,Manly Council,No Street Address,not verified,not known,not known,unknown,['MANLY']
1030,Little Pier Street Precinct. Archaeological Assessment.,"Little Pier Street Precinct, 17 Little Pier St, Haymarket",Little Pier Street Precinct,,Godden Mackay Pty Ltd | ,The Darling Harbour Authority,1991,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13069_ID_GoddenMackay1991LittlePierStArchAssess.pdf;query=;brand=default,Survey/Assessment,Commerce | Industry | Technology | ,Original master copy,Godden Mackay Logan Collection,Darling Harbour,Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
1031,Little Pier Street Precinct Archaeological Excavation. Preliminary Report.,"Little Pier Street Precinct, 17 Little Pier St, Haymarket",Little Pier Street Precinct,,Godden Mackay Pty Ltd | ,The Darling Harbour Authority,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13045_ID_GoddenMackay1992LittlePierStExcavPrelimRpt.pdf;query=;brand=default,Excavation Report,Commerce | Industry | Technology | ,Original master copy,Godden Mackay Logan Collection,Darling Harbour,Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
1032,Little Pier Street Precinct Archaeological Excavation. Research Design.,"Little Pier Street Precinct, 17 Little Pier St, Haymarket",Little Pier Street Precinct,,Godden Mackay Pty Ltd | ,"The Darling Harbour Authority | Heritage Branch, NSW Department of Planning",1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13083_ID_GoddenMackay1992LittlePierStExcavResearchDesign.pdf;query=;brand=default,Excavation Report,Commerce | Industry | Technology | ,Original master copy,Godden Mackay Logan Collection,Darling Harbour,Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
1033,Little Pier Street Precinct Archaeological Excavation. Volume 1. Executive Summary.,"Little Pier Street Precinct, 17 Little Pier St, Haymarket",Little Pier Street Precinct,,Godden Mackay Pty Ltd | ,The Darling Harbour Authority,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13073_ID_GoddenMackay1992LittlePierStExcavVol01ExecSum.pdf;query=;brand=default,Excavation Report,Commerce | Industry | Technology | ,Original master copy,Godden Mackay Logan Collection,Darling Harbour,Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
1034,Little Pier Street Precinct Archaeological Excavation. Volume 2. Main Report.,"Little Pier Street Precinct, 17 Little Pier St, Haymarket",Little Pier Street Precinct,,Godden Mackay Pty Ltd | ,The Darling Harbour Authority,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13062_ID_GoddenMackay1992LittlePierStExcavVol02MainRpt.pdf;query=;brand=default,Excavation Report,Commerce | Industry | Technology | ,Original master copy,Godden Mackay Logan Collection,Darling Harbour,Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
1035,Little Pier Street Precinct Archaeological Excavation. Volume 3. Trench Reports.,"Little Pier Street Precinct, 17 Little Pier St, Haymarket",Little Pier Street Precinct,,Godden Mackay Pty Ltd | ,The Darling Harbour Authority,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13071_ID_GoddenMackay1992LittlePierStExcavVol03TrenchRpts.pdf;query=;brand=default,Excavation Report,Commerce | Industry | Technology | ,Original master copy,Godden Mackay Logan Collection,Darling Harbour,Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
1036,Little Pier Street Precinct Archaeological Excavation. Volume 4. Artefact Report.,"Little Pier Street Precinct, 17 Little Pier St, Haymarket",Little Pier Street Precinct,,Godden Mackay Pty Ltd | ,The Darling Harbour Authority,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13050_ID_GoddenMackay1992LittlePierStExcavVol04ArtefactRpt.pdf;query=;brand=default,Artefact Report,Commerce | Industry | Technology | ,Original master copy,Godden Mackay Logan Collection,Darling Harbour,Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
1037,Little Pier Street Precinct Archaeological Excavation. Volume 5. Artefact Database.,"Little Pier Street Precinct, 17 Little Pier St, Haymarket",Little Pier Street Precinct,,Godden Mackay Pty Ltd | ,The Darling Harbour Authority,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13097_ID_GoddenMackay1992LittlePierStExcavVol05ArtefactDatabase.pdf;query=;brand=default,Artefact Report,Commerce | Industry | Technology | ,Original master copy,Godden Mackay Logan Collection,Darling Harbour,Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
1038,Little Pier Street Precinct Archaeological Excavation. Volume 6. Plans and Sections.,"Little Pier Street Precinct, 17 Little Pier St, Haymarket",Little Pier Street Precinct,,Godden Mackay Pty Ltd | ,The Darling Harbour Authority,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13067_ID_GoddenMackay1992LittlePierStExcavVol06PlansSections.pdf;query=;brand=default,Excavation Report,Commerce | Industry | Technology | ,Original master copy,Godden Mackay Logan Collection,Darling Harbour,Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
125,"Archaeological Assessment ""Moore Hall"" Site Liverpool District Hospital.",Liverpool Hospital,Liverpool Hospital,Thorp W. | ,Wendy Thorp | ,Capworks Management P.L. | South Western Sydney Area Health Service,1993,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13497_ID_Thorp1993MooreHallLiverpoolHospitalArchAssess.pdf;query=;brand=default,Survey/Assessment,"Education | Health | Towns, suburbs and villages | Welfare | ",Original master copy | Poor quality image reproduction,Wendy Thorp Collection,"Elizabeth, Goulburn and Campbell Streets, Liverpool",Cumberland,Liverpool City Council,No Street Address,not verified,not known,not known,unknown,['LIVERPOOL']
1419,"Report on the Archaeological Excavations of Moore Hall and College on the Site of the Proposed Extensions to Liverpool Hospital, Elizabeth Street, Liverpool N.S.W.",Liverpool Hospital,Liverpool Hospital,,Edward Higginbotham and Associates Pty Ltd. | ,South Western Sydney Area Health Service | Capworks Management Pty Ltd,1995,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13188_ID_Higginbotham1995MooreHallLiverpoolExcavRpt.pdf;query=;brand=default,Excavation Report,Health | Welfare | ,Original master copy,Edward Higginbotham Collection,"Elizabeth Street, Liverpool",Cumberland,Liverpool City Council,No Street Address,not verified,not known,not known,unknown,['LIVERPOOL']
820,Historical Archaeological Assessment and Management Recommendations. Wiseman's or Warner's Well.,"Lot 20 DP 856306, Wisemans Ferry, NSW",Lot 20 DP 856306,Lavelle S. | Karskens G. | ,,The Dharug and Lower Hawkesbury Historical Society,1998,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13267_ID_LavelleKarskens1998WisemansFerryWellArchAssess.pdf;query=;brand=default,Survey/Assessment,"Towns, suburbs and villages | Transport | ",Photocopy | Poor quality image reproduction,Ian Jack Collection,"Lot 20 DP 856306, Wisemans Ferry, NSW",Cumberland,The Council of the Shire of Hornsby,"856306 WISEMANS FERRY, not known, NSW",not verified,not known,not known,unknown,[]
226,Archaeological Monitoring: Lower Fort St Millers Point.,"Lower Fort St, Millers Point",Lower Fort St,Casey M. | ,Casey & Lowe Associates | ,Water Board,1993,http://nswaol.library.usyd.edu.au/view?docId=pdfs/22298_ID_Casey1993LowerFortStArchMon.pdf;query=;brand=default,Excavation Report,,Original master copy,Casey & Lowe Pty Ltd Collection,"Downshire Place and Lower Fort St, Millers Point",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,"['MILLERS POINT', 'MILLER']"
196,"Archaeological Investigation. Lucan Park Homestead Site, M17 Motorway, Eastern Creek.",Lucan Park Homestead Site,Lucan Park Homestead Site,Thorp W. | ,Cultural Resources Management | ,Abigroup Leighton Joint Venture,2005,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13801_ID_Thorp2005LucanParkHomesteadEasternCreekExcavRpt.pdf;query=;brand=default,Excavation Report,,Original master copy,Wendy Thorp Collection,"Lucan Park Homestead Site, M17 Motorway, Eastern Creek.",Cumberland,Blacktown City Council,"17 MOTORWAY EASTERN, not known, NSW",not verified,not known,not known,unknown,['EASTERN CREEK']
931,John Blaxland's Luddenham Estate including the Mulgoa Industrial Site.,"Luddenham, Mulgoa",Luddenham,O'Sullivan C. | ,Workers' Educational Association of NSW | ,,1977,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13990_ID_OSullivan1977LuddenhamEstInclMulgoaIndustSiteArchAssess.pdf;query=;brand=default,Survey/Assessment,Commerce | Industry | ,Photocopy | Poor quality image reproduction,Ian Jack Collection,Mulgoa,Cumberland,Penrith City Council,No Street Address,not verified,not known,not known,unknown,"['MULGOA', 'LUDDENHAM']"
494,"Conservation Plan. Luke Muras Building, Waterloo.","Luke Muras Building, Waterloo",Luke Muras Building,Thorp W. | ,Cultural Resources Management | ,St Hilliers Pty  Ltd,1999,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13585_ID_Thorp1999LukeMarasBuildingWaterlooConservPlan.pdf;query=;brand=default,Heritage/Conservation,Commerce | Industry | ,Original master copy,Wendy Thorp Collection,"Chubb Building site, western end with frontages to Powell and Short Streets",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['WATERLOO']
782,"Heritage Impact Assessment.  Residential Development. Former Luke Muras Building and Chubb Company Factory, Waterloo.","Luke Muras Building, Waterloo",Luke Muras Building,Thorp W. | ,Cultural Resources Management | ,St Hilliers Pty  Ltd,2000,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13587_ID_Thorp2000FormerLukeMurasBldingChubbFactWaterlooHrtgRpt.pdf;query=;brand=default,Heritage/Conservation,Commerce | Industry | ,Original master copy,Wendy Thorp Collection,"Powell and Short Streets, Waterloo",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['WATERLOO']
1047,MacDonaldtown Triangle Ref. European Heritage Issues.,"MacDonaldtown Triangle, Macdonaldtown Station",MacDonaldtown Triangle,Thorp W. | ,Cultural Resources Management | ,SMEC Australia Pty Ltd,2002,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13829_ID_Thorp2002MacDonaldtownTriangleHrtgRpt.pdf;query=;brand=default,Heritage/Conservation,,Original master copy,Wendy Thorp Collection,Junction of the Illawarra and Western Lines to the east and a point south-east of Macdonaldtown Station. See 2.2 The Study Area (page 4).,Cumberland,Council of the City of Sydney,"22 THE STUDY , not known, NSW",not verified,not known,not known,unknown,[]
265,"Archaeological Report. MacPherson Street Tank, Waverley Municipality.","MacPherson Street Tank, Waverley",MacPherson Street Tank,Thorp W. | ,,Waverley Municipal Council,1987,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13457_ID_Thorp1987MacPhersonStTankWaverleyArchAssess.pdf;query=;brand=default,Survey/Assessment,Domestic life | Utilities | ,Original master copy,Wendy Thorp Collection,"Macpherson Street, Waverly.",Cumberland,Waverley Council,No Street Address,not verified,not known,not known,unknown,['WAVERLEY']
1048,"Macquarie Farm, St Ives.","Macquarie Farm, St Ives.",Macquarie Farm,McGregor A. | ,University of Sydney | ,,1984,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13959_ID_McGregor1984MacquarieFarmStIvesSurveyStudentThesis.pdf;query=;brand=default,Thesis/Student paper,Agriculture | Pastoralism | ,Photocopy | Poor quality text reproduction,Judy Birmingham Collection,"St Ives, Sydney",Cumberland,Ku-ring-gai Council,No Street Address,not verified,not known,not known,unknown,['ST IVES']
1049,Macquarie Lighthouse Report.,Macquarie Lighthouse,Macquarie Lighthouse,Davies M. | Wilson G. | ,,Department of Construction,1980,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13078_ID_DaviesWilson1980MacquarieLighthouseArchAssess.pdf;query=;brand=default,Survey/Assessment,Technology | Transport | ,Original master copy,Judy Birmingham Collection,"South Head, Sydney",Cumberland,Woollahra Municipal Council,No Street Address,not verified,not known,not known,unknown,[]
1050,Macquarie Lighthouse Report Historical Survey.,Macquarie Lighthouse,Macquarie Lighthouse,Davies M. | Wilson G. | ,Judy Birmingham | ,Judy Birmingham | Department of Construction,2012,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13080_ID_DaviesWilsonNDMacquarieLighthouseHistSurvey.pdf;query=;brand=default,Survey/Assessment,"Government and administration | Land tenure | Towns, suburbs and villages | Transport | ",Photocopy | Photocopy,Wendy Thorp Collection,"Old South Head Road, Watsons Bay, Sydney",Cumberland,Woollahra Municipal Council,No Street Address,not verified,not known,not known,unknown,[]
620,"Excavation of a Smithy at Malabar, Orange, NSW. Interim Report.","Malabar, Orange",Malabar,Cremin A. | ,"Department of History, University of Sydney | ",Orange Historical Society,1985,http://nswaol.library.usyd.edu.au/view?docId=pdfs/22430_ID_Cremin1985SmithyMalabarOrangeInterimExRep.pdf;query=;brand=default,Excavation Report,,Photocopy,Heritage Branch Library Collection,Bounded on the east by the Mitchell Highway and north/south/west by former meander of Summer Hill Creek,Bathurst,Orange City Council,No Street Address,not verified,not known,not known,unknown,['MALABAR']
520,"Cultural Resources Report Comprising Archival and Archaeological Investigations of the Former Male Orphan School and Farm, Liverpool.","Male Orphan School, Liverpool",Male Orphan School,Thorp W. | ,,Heritage Council of New South Wales,1982,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13820_ID_Thorp1982MaleOrphanSchoolLiverpoolArchAssess.pdf;query=;brand=default,Survey/Assessment,Accommodation | Agriculture | Welfare | ,Original master copy,Wendy Thorp Collection,"Bonnyrigg House, Homestead Road, Bonnyrigg, NSW",Cumberland,Fairfield City Council,No Street Address,not verified,not known,not known,unknown,['LIVERPOOL']
1293,"Preliminary Statement to Cultural Resources Report. Male Orphan School, Liverpool.","Male Orphan School, Liverpool",Male Orphan School,Thorp W. | ,,Heritage Council of New South Wales,1982,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13818_ID_Thorp1982MaleOrphanSchoolLiverpoolPrelimStmt.pdf;query=;brand=default,Survey/Assessment,Accommodation | Agriculture | Welfare | ,Original master copy,Wendy Thorp Collection,"Bonnyrigg House, Homestead Road, Bonnyrigg, NSW",Cumberland,Fairfield City Council,No Street Address,not verified,not known,not known,unknown,['LIVERPOOL']
1655,The University of Sydney Constraints Arising from the Statement of Cultural Significance for the General Purpose Building and Extensions to Manning House Site.,"Manning House, University of Sydney",Manning House,Thorp W. | ,Jackson Teece Chesterman Willis Consultants Pty Ltd | Wendy Thorp | ,Jackon Teece Chesterman Willis Consultants Pty Ltd,1995,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13489_ID_Thorp1995UniSydneyBldingsHrtgRpt.pdf;query=;brand=default,Heritage/Conservation,Education | Sport | ,Original master copy,Wendy Thorp Collection,"University of Sydney, Camperdown, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['SYDNEY']
